"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"199",1864,"Timepoint:SexM",-0.174267554681604,0.0542442706663006,-3.21264444227965,0.00147650314783815,0.0276054668138099
"200",2153,"Timepoint:SexM",-0.0594821750220753,0.0185040894079657,-3.21454213231748,0.00146714302507263,0.0276054668138099
"201",2524,"Timepoint:SexM",0.108504174965579,0.0337595629137509,3.21402783687651,0.00146967427730477,0.0276054668138099
"202",2,"SexM",1.08637176876966,0.339146016529064,3.20325675615464,0.00152362608025028,0.0283454792553492
"203",6965,"Timepoint:SexM",-0.0794687531616245,0.0248763277013999,-3.1945532361335,0.00156855549838992,0.0290375939061544
"204",1515,"Timepoint:SexM",-0.0598091192622035,0.0187494951862135,-3.18990557709421,0.0015930471602857,0.0293464275899689
"205",3569,"Timepoint:SexM",-0.0774876375944753,0.0243300665364113,-3.18485103517948,0.00162008451815289,0.029554745724362
"206",4930,"Timepoint:SexM",0.0731911214041666,0.0229755120160089,3.18561437730609,0.00161597426271973,0.029554745724362
"207",4581,"Timepoint:SexM",0.131095438909214,0.0411922938590572,3.18252339521969,0.00163267762951338,0.0296405919406342
"208",5139,"Timepoint:SexM",0.0985142379183835,0.0310349588306355,3.1742989722009,0.00167790291887648,0.0303151883131626
"209",2154,"Timepoint:SexM",-0.0516099116460539,0.0162738217899771,-3.17134550888593,0.00169442457817367,0.0304672132285964
